pincode,longitude,latitude
591121,74.7931351809,15.9186028739
591143,74.4703987205,15.9458850769
584143,76.9215225982,15.8734181567
591102,74.8178424775,15.8250437212
591147,74.7226381665,15.9023654174
591127,75.3993189801,15.8643351284
590010,74.5014298068,15.8986767012
583280,75.892329352,15.8620433684
591128,74.4185844835,15.8834250042
591117,75.1141214115,15.8788061164
587114,75.7684135677,15.85895054
583278,76.2457894769,15.8597266346
591103,74.6525684975,15.8606514442
583279,76.3835455866,15.7631980342
584128,76.7621072785,15.7646595814
583277,76.1787323888,15.7508955568
591126,75.147177363,15.7613577469
590001,74.490041501,15.8606470448
582206,75.4764388829,15.8236529131
591111,75.0073303187,15.816290376
582211,75.843100199,15.787143737
584132,76.5390770878,15.7841038871
590003,74.5684870258,15.8076326428
590002,74.4915330637,15.8430915118
582207,75.4233322956,15.7509414979
590011,74.5134799559,15.8409735305
590005,74.5251445749,15.7830204112
591108,74.4020049063,15.7995525818
591125,74.7060982203,15.7873024912
590006,74.499847909,15.8276007416
591109,74.6226946981,15.7562677127
582203,75.6343683713,15.784934729
591110,75.2309441483,15.7114883106
583114,77.0281450209,15.7269489572
590008,74.475582438,15.8106490154
591116,75.128498345,15.7986058381
582202,75.5657159269,15.6855627076
582209,75.7161122821,15.7075190581
590014,74.3179263674,15.7205950955
583226,75.9595124563,15.2558614226
583103,76.9762839931,15.2009602343
582114,75.9267401154,15.7177501399
581195,75.416992968,15.3277614842
580024,75.0950862077,15.2792244842
591153,74.7890746891,15.7050964498
582119,75.8102591749,15.5726347132
584167,76.8343976825,15.6633404545
591104,74.9135512108,15.6851406453
583236,75.9949993168,15.6123889059
591118,74.7003627317,15.7203247099
591131,74.6032862344,15.685065595
591302,74.4077106636,15.6086217921
582201,75.4282743481,15.4357150287
580005,74.9862637371,15.4956829969
583121,76.9533627841,15.616653077
591120,74.5775616785,15.5691163085
583229,76.6317413552,15.6111565885
581105,74.9124199659,15.589887713
583237,76.2133654933,15.5613473538
582208,75.3768725784,15.5807808084
582204,75.5503583756,15.5347749464
591112,74.6706034786,15.6324587094
583122,76.8840339516,15.5317578083
583283,76.4188962947,15.5753163272
583282,76.6447443892,15.5188094479
591115,74.7785915017,15.5797272257
583230,76.1191679221,15.4806832522
581201,75.0571868264,15.5587338368
580112,75.1674451412,15.5616117087
581206,75.0026059259,15.5938083415
582102,75.660761736,15.5299238117
582111,75.7421466717,15.5904353838
583268,76.569677659,15.4850636783
591106,74.6865306982,15.5188857009
580011,74.8813908396,15.5244226674
580009,75.0803223678,15.4451107443
591301,74.5677429994,15.4548754073
583221,76.515918143,15.3298526697
580006,75.072277285,15.487553548
581453,74.3592462139,15.4205076829
580008,74.9921803655,15.4593212554
583227,76.5029874203,15.4083772329
583235,76.4467157586,15.4648668925
583120,76.8927613126,15.4282901459
580004,75.0177200434,15.4477769065
581103,74.7835753694,15.4363334032
580007,74.8978136344,15.4421996214
580023,75.2478002995,15.378484437
582205,75.5249187565,15.4099944927
582115,75.7784151125,15.4102943727
583132,76.6166820511,15.3915675739
583228,76.2702571512,15.3310715551
581209,75.3110410113,15.4343249478
580001,75.0086563662,15.4581383034
584121,75.6336933187,15.4289263154
582103,75.6460757519,15.3512857289
580003,74.9801935671,15.4403956884
580002,75.0357153503,15.4202331863
583238,76.0770049079,15.3199050417
583113,76.7456497104,15.3773993101
584119,75.6268698455,15.4231553325
583276,76.4689125213,15.2931275146
580025,75.0891251282,15.4019139037
583152,76.7629207276,15.2035618567
580118,74.9168810369,15.3589154183
580114,75.0089807727,15.3191380132
581129,74.5254963524,15.3520840048
573126,76.3592700434,13.407903568
581356,74.7027112222,15.3592627496
583116,76.8791974536,15.3139138838
582113,75.8155971717,15.2823894463
583234,76.3344776053,15.3358601071
580032,75.1357665293,15.3787194697
583117,77.0664329955,15.2815624472
580031,75.1158047542,15.3716998848
583129,76.6770837063,15.2926465213
580030,75.0959225509,15.3598109063
580020,75.158069931,15.3504869405
580021,75.1269433498,15.3579096812
580029,75.134524376,15.3460889954
580026,75.0540329928,15.3475622147
583231,76.1421810314,15.3283262963
581332,74.4366641698,14.4004317635
581329,74.8092067126,15.2612222462
582117,75.4973367834,15.2713915351
581121,74.3704037861,15.231671508
583239,76.4459375683,15.3262315574
580028,75.1635195148,15.2836292914
583201,76.3895669249,15.2694960661
581325,74.6440296372,15.2434390041
583215,76.5439068652,15.2866346068
581207,75.1732409143,15.1802236536
581113,75.2622027948,15.2165057117
581365,74.5200004406,15.231767646
581117,75.3624524021,15.2175350639
583223,76.5276945435,15.2366107695
582120,75.6394003665,15.2073200425
583115,76.7678157142,15.1315580885
581204,74.9475689734,15.1617229673
583123,76.6225317904,15.1894019397
583212,76.2226624217,15.0897102538
581196,75.062092402,15.2419200644
582118,75.8260311636,15.1211550798
583111,77.0972220138,15.1264053419
583119,76.566942479,15.0865192719
581186,74.4900159023,15.1292560407
583138,77.0866962896,15.1857415411
577521,76.2895666525,14.3727069217
583222,76.3761494206,15.1082890393
581212,75.074767774,15.1540222854
583224,76.1344952795,15.163823355
582116,75.5097296945,15.1199419721
583124,76.4543431436,15.0372091226
581338,74.4902548999,14.3734419425
581363,74.6775454669,15.1368316997
583275,76.6416346423,15.1768956754
581307,74.1218800125,14.7834597282
583104,76.8891307981,15.1629038344
581107,75.3811800029,15.1093509852
583211,76.3163858121,14.717784299
581412,74.824781835,15.0486180899
581211,75.7230653034,14.6831708501
581126,75.307506491,15.0613807743
581205,75.2152655971,15.0280794786
583101,76.9218205803,15.1165751136
583214,76.023388377,15.0962510704
581411,74.9554249685,15.0319296213
582112,75.6690131513,15.0437155089
583102,76.980637915,15.0711566215
581384,74.6551804542,14.2375413911
581193,75.1285537365,15.0173050275
581187,74.4354377207,15.0123013188
583219,75.9428755412,14.9905564952
581450,74.7699591761,14.5578091539
581359,74.7065506457,14.9726798178
582210,75.4649318879,15.0626925597
583220,76.1106199275,14.9634524681
581361,74.5129439383,14.2782469553
581349,74.9930236391,14.9638149689
583118,76.5931593932,15.0631512464
581118,75.4141915074,14.9685252839
581317,74.2724490041,14.9482779244
577520,76.2619597652,14.2124536888
577540,76.7696753694,14.9193735701
581337,74.5781183694,14.8804203502
583128,76.5447771296,14.9154346309
583216,75.8028808941,14.9261295836
583112,76.6381344364,14.9569482904
581108,75.6453014416,14.8802201998
581112,75.4355359531,14.8731418484
583135,76.3817905668,14.8733774874
581345,74.120599765,14.8835893562
581213,75.5537159173,14.8944254432
581352,74.1629288498,14.8828135164
581104,75.1194273216,14.7513996869
581347,74.8405790457,14.8432525758
581396,74.4334278138,14.9022811542
581202,75.2595736308,14.9091726197
581203,75.1318307252,14.88368042
583134,76.2240802292,14.841594782
583217,75.7502785159,14.8104162096
583131,75.9543886024,14.8327116839
581360,74.1445216455,14.9049540695
581328,74.2080412913,14.8758995712
581400,74.3636115422,14.8619545364
581346,75.003895,14.8170805845
581339,74.2554567749,14.8319397085
583130,76.6079498018,14.8141921504
581316,74.3239136941,14.782739235
581101,75.2304418843,14.8063718114
581304,74.1538077671,14.8298713242
581110,75.4026491899,14.775906003
581148,75.2775807339,14.7553001244
581128,75.4746363141,14.8136484554
583127,76.1146906984,14.7887206178
581301,74.1409896877,14.8170356474
577535,76.7198585341,14.7395454559
581305,74.166927391,14.8534124382
581303,74.1282201327,14.8240967944
581336,74.7009670283,14.7543352705
581306,74.1915150923,14.8165466715
581321,74.3761409404,14.756916226
577231,75.8434294925,14.2144206445
581358,74.9536753868,14.6868601676
581324,74.2253530916,14.7684632504
583213,75.8241300458,14.7432766174
581308,74.174929431,14.7783930612
581115,75.6519097072,14.6764810946
583136,76.3217213614,14.7366190258
581302,74.1038987729,14.7998558935
581314,74.4655810339,14.7142365313
583126,76.5146259965,14.7084573146
577114,75.3304313762,13.3157131493
581106,75.4644000021,14.6682953989
581326,74.3291456426,14.5386936812
581102,75.1741229524,14.7029740713
577529,76.7069528155,14.5749228921
583137,75.8884010505,14.6661579873
581402,74.8239566412,14.6537363304
583125,76.0326541956,14.6220175258
577513,76.1755872604,14.6205495179
581440,74.4644760313,14.4970378296
581403,74.6694381396,14.6399491833
581353,74.3075362805,14.6234448413
581357,74.3775402684,14.6243353108
577429,75.019387273,14.4249145069
581120,75.2678835597,14.6303160776
577528,76.3701234842,14.5664554041
581344,74.4817993717,14.6259298623
581333,74.4423842147,14.555645469
583218,76.4901781167,14.6250250912
577543,76.6804828458,14.4447256678
581109,75.3926949366,14.5572848079
577419,75.0723213973,14.5593958571
581315,74.6367301514,14.5441646967
577413,75.1819993953,14.5632948856
581340,74.8472943319,14.4977876448
581401,74.8353496585,14.6193902101
577601,75.8072355184,14.4920169758
577566,75.8528711417,14.4790221966
581318,74.9681511407,14.5527894349
560100,77.6613870949,12.838045214
581208,75.5745982685,14.5269878458
577536,76.5546544686,14.4732760127
575009,74.8660403628,12.849049981
581362,74.5369617763,14.487347009
581145,75.7202178638,14.5780950523
581319,74.3254995157,14.5838507479
577553,76.2495205094,14.490594592
577589,75.8925064771,14.5363365324
581123,75.7496036946,14.5331925481
581330,74.3920144289,14.4864709759
581116,75.5155402694,14.4184038629
581111,75.4028594207,14.4660197967
577005,75.9318869777,14.4444100731
577537,76.8130676785,14.4357576766
581343,74.4102318416,14.4217043262
577512,76.0702179766,14.4699046291
581351,74.3773517426,14.4755545506
581331,74.7112990062,14.4556793803
577517,76.4494082762,14.3572623774
581119,75.6200055761,14.4107781011
577002,75.9176350333,14.4174329396
577433,75.1847591807,14.452246777
577450,75.2793888744,14.4507814301
577001,75.9088672187,14.4815215419
577516,75.7113912062,14.436923689
577003,75.9386968122,14.4718783123
577004,75.9049610271,14.4365928266
577422,75.2764028336,13.8219393884
577428,75.3058236941,14.3856738497
577519,76.2015984137,14.398918605
581355,74.8724017731,14.3337569041
577556,76.0737498853,14.3896627572
581323,74.5753159343,14.4018615961
577522,76.7059037393,14.2751387999
577502,76.3552195801,14.312832385
577514,75.9704888562,14.2978201737
581210,75.4868542198,14.349953986
577530,75.7243396877,14.3568373104
581322,74.7399333403,14.3220038361
581327,74.4206063393,14.3497360445
581334,74.5428305577,14.3116198288
574325,75.2029464873,12.8223720678
577525,75.8821984144,14.3329417425
577447,75.2413752817,14.3128399337
577534,76.0615384406,14.301279243
577541,76.2089615187,14.2943766433
577427,75.412195903,14.2768990319
581341,74.4399914416,14.3131171831
577401,74.8968110376,14.0724599395
577430,74.9324373714,14.2263400291
577434,75.0965805176,14.2911005152
577219,75.8055031928,14.2830592448
577538,76.8677704093,14.2392523452
572141,77.1924904073,14.2633956065
577217,75.6451799549,14.2560522873
572136,77.373432849,14.216891384
577524,76.4725118376,14.2182044691
581335,74.4732540305,14.2651045707
577145,75.9652059363,13.7970373696
577431,75.1686188982,14.1983385416
577544,75.9067761217,14.2137793923
577223,75.5551447345,14.1776146205
581342,74.4492246991,14.2461661353
577220,75.4550065405,13.7726170738
577518,76.1381888209,14.2072101744
577532,76.5542242362,14.1644028843
577214,75.3478110226,14.1760291487
577523,76.1194296596,14.1311009455
577552,76.0068068787,14.1722660784
581423,74.5473125193,14.2050148874
577224,75.7286820157,14.1621827302
561202,77.2463703364,14.0946136697
581348,74.5195378384,14.1730486484
577555,76.3542617384,14.1442880238
577551,75.7920097238,14.1913519472
577501,76.3880410202,14.1903288791
577230,75.6764941444,14.1153893829
577218,75.8843415959,14.1435947902
577412,75.1772962472,14.0645216434
577545,76.6525757053,14.0691251493
572116,77.1207614125,14.0873430338
577225,75.5405876631,14.0741754512
581350,74.5119671816,14.1222440182
577221,75.8752520533,14.0726263138
577557,76.3463850072,14.0446156147
577558,76.5244347542,14.0493954181
577546,76.8158298143,14.062322482
577205,75.5517533129,13.9264676207
581421,74.5669851551,14.0909235172
577243,75.7617088755,14.0398009284
581320,74.6052309636,14.0033637663
577417,75.0409931613,14.0669507124
577423,75.3963285942,14.0639850104
577526,76.2066257999,14.0158074875
577215,76.0147227547,14.0086650704
577531,76.0918107835,14.0444116713
577453,75.0108078009,14.0744914558
572113,76.9462005523,13.9666069974
577527,76.346004966,13.878149745
577549,76.0420167386,13.842206742
577216,75.6607084924,14.0131500885
577213,75.9202254277,13.9294533338
577426,75.3045704146,13.9561136933
577416,75.5046861905,14.0006523621
581354,74.5311273021,14.0208762116
577211,75.4242694643,13.9369451632
572144,76.4920227281,13.9608444346
576107,74.8386423912,13.3298823131
577599,76.5670593605,13.961955005
577539,76.1130255752,13.9388610528
577425,75.0047721446,13.8369144731
577227,75.7196890573,13.9523920605
577233,75.7945822696,13.9037108852
577598,76.7080692033,13.9472408981
577418,75.0991419693,13.890039592
577452,74.9379924614,13.9021188224
576214,74.6866779072,13.8768126823
577204,75.5148123172,13.9407968123
577436,75.219506138,13.8902130413
572135,76.8941182788,13.903082051
561207,77.8669169708,13.7941341212
577201,75.57974846,13.9415423924
577511,76.6763754746,13.8286583627
577207,75.5523204015,13.9347277598
577411,75.0864102407,13.9166085131
576228,74.6010320666,13.9064402945
577222,75.6130599231,13.8849252496
577202,75.5124968578,13.8555111457
577203,75.5646360246,13.8438599315
560023,77.5595793516,12.9746340931
572139,76.8097019262,13.8369732652
572143,76.5635006512,13.8098081792
572133,77.1987255108,13.8449096748
576220,74.7851495079,13.8751828028
577554,76.1587983871,13.8579099286
577229,75.657815678,13.8539302376
563124,78.0489481105,13.7557611568
577301,75.7355850503,13.8315749273
575019,74.8170807611,12.9667422207
572124,77.2788386349,13.7931407337
577226,75.3726650803,13.7831990842
577533,76.450719404,13.7285403168
576233,74.8174481533,13.7742120121
576232,74.6421174086,13.8288565197
577515,76.2016132458,13.7731407031
572127,77.393069355,13.7502642789
560053,77.5753476166,12.9696013368
571448,76.722508604,12.9673666097
572137,76.8904822234,13.7224267781
561212,77.9766761842,13.7642057036
577414,75.1854350097,13.7547072501
576219,74.6858568367,13.7919921478
577550,76.0700137569,13.7282538127
577245,75.766972673,13.7938658205
572115,76.7262019861,13.679273525
577115,75.5951418972,13.7492535715
577232,75.3120532658,13.7161782923
576229,74.8986132015,13.6988075019
577228,75.8416533289,13.7205582275
577302,75.6595960979,13.7814703413
572132,77.1917534576,13.6774221653
577547,75.9772570234,13.7270569382
576224,74.651090731,13.7414864247
561228,77.6245188721,13.7191983085
563120,78.2153084291,12.9360010487
572112,77.0689171775,13.662115001
577144,75.7181371054,13.6966759147
561209,77.7485218396,13.6798466689
577134,75.5309581333,13.6271761161
576247,74.666358618,13.6801214395
576235,74.6830849328,13.7155691633
572175,77.3071678727,13.6731494765
577180,76.1577241232,13.7029511571
577448,75.0818998965,13.6686751555
572218,76.5853231059,13.6262573511
576230,74.7147716336,13.6719750039
577597,76.2953823095,13.6610242729
576282,74.9637750374,13.6921409887
577432,75.1945776665,13.6119269558
561208,77.5163679144,13.6396341585
577542,76.4105830151,13.634537848
576227,74.9543752742,13.6178704386
577127,75.4487453589,13.5649180244
573114,76.3432467944,13.6529529977
577140,76.1371551063,13.6230200008
576283,74.7886237573,13.6747978532
577128,75.6562274629,13.6828151649
577415,75.3221700984,13.6334822933
561206,77.6063371412,13.6101573453
573132,76.2382855423,13.5919245539
561210,77.4254024562,13.6040285399
576211,74.7934952504,13.6344315855
576201,74.6924847349,13.6278748066
577129,75.7403427366,13.5917526359
560010,77.554020987,12.9978265687
577116,75.9557212698,13.6115291453
563125,78.0478506461,13.4800767823
576216,74.6707446357,13.6522148409
560080,77.5801082436,13.0100718562
572125,76.9347325994,13.6008654679
563161,78.2431610218,13.5285785069
563123,78.1523348972,13.5660301762
562105,77.9030490049,13.5114217162
560006,77.5891498618,13.0036050066
560091,77.4779294074,12.9782191617
562104,77.7391556249,13.5782547734
560046,77.6005092639,13.0018630571
577424,75.1074944569,13.5535888369
560071,77.6352012909,12.962498356
577182,76.281941597,13.5809853825
576257,74.7008529123,13.574193688
563159,78.0190918721,13.5646759147
576217,74.7294471087,13.600202192
577126,75.3258737471,13.5261553153
576222,74.837190722,13.57729293
572129,77.2522372159,13.4678535683
572138,77.095803129,13.5209733045
577548,75.9948238658,13.5238977352
560059,77.5610408657,12.9400681221
572121,77.3314347304,13.5352296067
577125,75.2328011444,13.5803062949
560050,77.5497235527,12.9339908641
576212,74.9678666963,13.535970882
577451,75.8283447457,13.5833065597
560034,77.6295662965,12.9287614612
572119,76.45459785,13.5044995529
572101,77.1021985492,13.3283801596
563134,78.3387045228,13.5142710894
572223,76.8302402231,13.3330118175
572117,76.884972362,13.4761240476
576231,74.7423348472,13.558599261
572228,76.6293956703,13.5044861014
576106,74.7227679685,13.3650629063
562110,77.6599287016,13.2690880323
572222,76.7825216305,13.4698950669
560005,77.62042339,12.9987508961
561213,77.4749778655,13.5157863931
576221,74.7214793555,13.5299366742
577138,76.1662619137,13.5096727326
576223,74.8345450696,13.5122186017
577120,75.2593997405,13.5085730934
573117,76.3746548844,13.4876822906
562101,77.7171546187,13.4621773095
576210,74.7776925154,13.5038523754
561211,77.5818494577,13.4889172055
573144,76.2920383876,13.4749546459
577131,75.7314916936,13.4566276671
576225,74.7244545528,13.5015696692
577123,75.3773002504,13.4475455482
576218,74.6978055586,13.4615977579
577130,75.6186992263,13.432330083
577175,76.0847889764,13.4282035324
572128,77.0149822016,13.480375631
576226,74.7141180893,13.4584208341
560018,77.5588066558,12.9608165291
576234,74.8870635735,13.4663953699
563122,78.2684861684,12.9363962317
576112,75.0486947849,13.4372446801
577168,75.8894860712,13.3903555863
577139,75.2091557454,13.3712965721
577137,75.7904927128,13.4816244213
560033,77.6347360572,13.0002056346
563146,78.1199873789,13.4370316656
574102,74.9275782323,13.2801067322
561204,77.4012771731,13.3071171716
563135,78.2189816494,13.403194466
576213,74.7643899299,13.4326615279
577112,75.4551194599,13.3724080953
561203,77.4886316383,13.3296423581
573112,76.1653843366,13.398536725
577135,75.983922394,13.4071088069
577136,75.5451138652,13.3365528067
572106,77.1464910987,13.4183266293
572226,76.5595164905,13.3978214698
572107,77.0250047028,13.3741115329
562103,77.7293565734,13.3948442825
561205,77.5614169747,13.3812189554
572214,76.6628096966,13.3869896942
576215,74.8455520394,13.4189634066
572216,76.9469001111,13.3049010478
576114,74.7064653546,13.4064451353
573103,76.2758804652,13.3275841546
560021,77.5617801616,12.9936942274
577102,75.8259005322,13.3609590417
576124,74.8866839097,13.3873466491
572217,76.3948725063,13.3393641057
577117,75.4249439563,13.393137542
572202,76.4674034724,13.283354287
574142,74.8953717305,12.9794682405
563138,78.3004737724,13.3233554528
560052,77.5923553425,12.9900612589
572140,77.2157518491,13.340490902
576105,74.754774447,13.3897347265
574108,75.0006445245,13.3459004946
572211,76.7364263847,13.3449929425
563128,77.9973913308,13.3284551708
577146,75.9774384316,13.2989322382
562102,77.8648665858,13.3177537764
572104,77.1565929002,13.301389528
562135,77.7754219069,13.3016806433
576101,74.765997165,13.3463699883
576115,74.7076203441,13.37772622
577101,75.7613456891,13.3053924272
576113,74.9046841036,13.3293223832
574101,75.062591836,13.3062580447
